Wheat, -3070, -4589, 0
Wheat, -3006, -4557, 0
Wheat, -3070, -4525, 0
Wheat, -3134, -4557, 0
Column_1, -2942, -4493, 0
Column_1, -3006, -4461, 0
Column_1, -3070, -4429, 0
Column_1, -3134, -4461, 0
Column_1, -3198, -4493, 0
Wheat, -2878, -4493, 0
Wheat, -2942, -4461, 0
Wheat, -2942, -4461, 0
Wheat, -2942, -4461, 0
Wheat, -2942, -4397, 0
Wheat, -2878, -4429, 0
Wheat, -2942, -4525, 0
Wheat, -3006, -4493, 0
Wheat, -3070, -4461, 0
Wheat, -3134, -4493, 0
Wheat, -3198, -4525, 0
Wheat, -3134, -4429, 0
Wheat, -3198, -4461, 0
Wheat, -3070, -4397, 0
Wheat, -3006, -4429, 0
Wheat, -3070, -4333, 0
Wheat, -3134, -4365, 0
Wheat, -3006, -4365, 0
Wheat, -3198, -4397, 0
Wheat, -3262, -4429, 0
Wheat, -3262, -4493, 0
Wheat, -3326, -4461, 0
Wheat, -2878, -4429, 0
Wheat, -2814, -4461, 0
Wheat, -2878, -4429, 0
Wheat, -2942, -4461, 0
Wheat, -2878, -4429, 0
Wheat, -2878, -4429, 0
Wheat, -2750, -4429, 0
Wheat, -2750, -4429, 0
Wheat, -2686, -4397, 0
Wheat, -2750, -4365, 0
Wheat, -2814, -4397, 0
Wheat, -2878, -4365, 0
Wheat, -2814, -4333, 0
Wheat, -2942, -4333, 0
Wheat, -2878, -4301, 0
