tile, 3, 23, 21
tile, 3, 23, 22
tile, 3, 23, 23
tile, 3, 23, 24
tile, 3, 24, 21
tile, 3, 24, 22
tile, 3, 24, 23
tile, 3, 24, 24
tile, 3, 25, 21
tile, 3, 25, 22
tile, 3, 25, 23
tile, 3, 25, 24
tile, 3, 26, 21
tile, 3, 26, 22
tile, 3, 26, 23
tile, 3, 26, 24
Column_2, -2942, -3085, -4
Wheat, -2878, -3085, -4
Wheat, -2942, -3053, -4
Wheat, -3006, -3085, -4
Wheat, -3070, -3117, -4
Wheat, -3006, -3149, -4
Wheat, -2942, -3181, -4
Wheat, -2878, -3149, -4
Wheat, -2814, -3117, -4
